,Music,Slow songs or fast songs,Dance,Folk,Country,Classical music,Musical,Pop,Rock,Metal or Hardrock,Punk,"Hiphop, Rap","Reggae, Ska","Swing, Jazz",Rock n roll,Alternative,Latino,"Techno, Trance",Opera,Movies,Horror,Thriller,Comedy,Romantic,Sci-fi,War,Fantasy/Fairy tales,Animated,Documentary,Western,Action,History,Psychology,Politics,Mathematics,Physics,Internet,PC,Economy Management,Biology,Chemistry,Reading,Geography,Foreign languages,Medicine,Law,Cars,Art exhibitions,Religion,"Countryside, outdoors",Dancing,Musical instruments,Writing,Passive sport,Active sport,Gardening,Celebrities,Shopping,Science and technology,Theatre,Fun with friends,Adrenaline sports,Pets,Flying,Storm,Darkness,Heights,Spiders,Snakes,Rats,Ageing,Dangerous dogs,Fear of public speaking,Smoking,Alcohol,Healthy eating,Daily events,Prioritising workload,Writing notes,Workaholism,Thinking ahead,Final judgement,Reliability,Keeping promises,Loss of interest,Friends versus money,Funniness,Fake,Criminal damage,Decision making,Elections,Self-criticism,Judgment calls,Hypochondria,Empathy,Eating to survive,Giving,Compassion to animals,Borrowed stuff,Loneliness,Cheating in school,Health,Changing the past,God,Dreams,Charity,Number of friends,Punctuality,Lying,Waiting,New environment,Mood swings,Appearence and gestures,Socializing,Achievements,Responding to a serious letter,Children,Assertiveness,Getting angry,Knowing the right people,Public speaking,Unpopularity,Life struggles,Happiness in life,Energy levels,Small - big dogs,Personality,Finding lost valuables,Getting up,Interests or hobbies,Parents' advice,Questionnaires or polls,Internet usage,Finances,Shopping centres,Branded clothing,Entertainment spending,Spending on looks,Spending on gadgets,Spending on healthy eating,Age,Height,Weight,Number of siblings,Gender,Hand,Education,Only child,Home Town Type,Home Type
176,5,3,2,3,3,2,2,3,4,3,4,4,5,4,5,5,3,1,1,5,5,4,5,3,2,1,5,5,3,2,5,3,5,2,1,1,2,1,3,1,1,5,5,3,1,1,1,5,1,5,2,1,5,5,5,2,2,2,3,5,5,5,5,2,2,1,4,1,5,1,5,5,2,tried smoking,social drinker,3,1,3,5,5,3,1,3,4,1,5,3,1,2,1,1,4,4,1,5,2,4,5,4,3,5,3,5,3,4,3,5,on time,only to avoid hurting someone,4,4,1,4,5,3,3,2,5,1,3,2,3,2,3,5,5,4,3,5,5,3,2,less than an hour a day,1,1,4,5,4,3,4,19,172,60,1,female,right,primary school,no,city,block of flats
177,5,3,3,2,3,4,1,4,5,2,2,3,4,4,4,1,5,1,4,5,4,4,5,4,5,5,5,2,5,5,5,5,3,2,5,4,5,5,4,1,1,1,2,1,1,5,3,1,1,1,1,1,1,1,5,1,1,5,4,2,5,3,5,1,1,1,1,4,4,4,5,4,1,tried smoking,never,3,3,5,5,5,5,2,5,5,1,2,1,1,1,4,5,4,3,2,4,2,5,5,5,2,3,3,2,3,3,2,4,on time,only to avoid hurting someone,3,4,3,3,2,2,2,4,3,3,4,4,4,1,4,3,2,3,5,2,4,3,1,few hours a day,4,5,5,2,3,3,4,27,180,80,0,male,right,masters degree,yes,city,block of flats
178,5,3,4,1,1,4,3,4,5,4,3,4,2,2,2,2,2,3,3,5,4,4,5,5,4,3,5,5,3,2,5,5,5,3,2,2,4,2,3,2,2,5,2,5,3,5,1,3,1,2,3,4,1,2,2,1,1,4,3,4,5,4,3,1,1,3,1,3,3,3,4,4,4,tried smoking,social drinker,4,3,2,5,3,4,1,4,4,1,3,2,1,2,5,4,5,4,1,4,1,4,5,5,3,3,4,3,1,3,3,3,late,sometimes,3,2,4,4,3,4,4,3,4,4,4,5,3,3,4,3,3,4,3,5,4,4,1,few hours a day,3,4,5,4,5,4,5,19,160,55,2,female,right,secondary school,no,city,block of flats
179,5,3,3,2,1,2,2,4,3,2,2,4,4,2,2,2,4,2,1,5,3,5,5,5,4,2,2,2,2,2,3,1,1,2,1,1,4,3,4,1,1,5,2,4,1,1,1,1,2,4,3,1,2,5,3,1,4,5,1,3,5,4,1,3,5,4,2,1,1,2,3,3,2,tried smoking,social drinker,3,2,1,4,2,2,2,4,4,1,2,4,2,1,2,4,4,3,2,4,1,3,3,4,3,5,4,2,4,3,2,4,early,sometimes,2,3,3,4,4,3,4,4,3,3,4,3,3,4,4,3,2,3,2,5,3,4,2,few hours a day,4,5,3,3,4,2,5,20,176,63,0,female,right,secondary school,yes,city,block of flats
180,5,5,5,2,2,3,5,5,5,2,4,4,4,3,3,2,4,5,2,5,5,4,5,5,5,3,5,5,5,2,2,2,2,2,1,1,5,4,2,5,5,4,1,4,4,1,2,3,2,4,1,3,1,5,4,3,1,4,4,4,5,1,5,3,3,1,5,1,3,2,2,5,3,tried smoking,social drinker,3,5,3,5,4,1,1,4,4,2,5,1,1,1,5,5,5,5,1,5,1,5,5,5,2,5,3,1,5,3,3,3,on time,sometimes,1,3,3,5,3,2,2,5,5,3,3,5,5,3,5,5,3,3,4,5,3,3,3,few hours a day,3,5,1,4,3,1,4,19,164,60,2,female,right,secondary school,no,village,house/bungalow
181,5,2,2,2,3,3,3,4,5,1,2,2,1,3,2,5,4,2,4,5,2,2,5,5,4,4,5,5,4,3,4,3,4,2,1,1,5,4,2,1,1,5,3,5,2,1,2,2,2,4,3,3,5,5,3,5,3,5,3,3,5,2,5,5,3,3,2,4,1,3,3,3,2,never smoked,social drinker,3,3,2,3,3,4,4,4,4,2,4,4,2,1,4,5,3,5,2,5,1,3,5,4,5,4,4,1,5,3,1,3,early,sometimes,3,3,3,5,3,3,4,4,4,4,4,5,4,5,3,3,2,3,3,5,5,3,3,few hours a day,5,5,3,2,2,2,3,20,155,44,0,female,right,secondary school,yes,village,house/bungalow
182,5,3,3,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,5,5,5,5,3,1,2,1,2,1,2,1,3,1,1,5,5,5,1,3,1,1,1,2,2,1,5,1,5,5,2,1,1,5,2,5,2,5,5,1,5,1,1,3,2,1,3,3,1,2,1,2,2,tried smoking,social drinker,3,3,3,1,3,3,4,5,5,1,5,5,2,1,2,1,3,5,1,3,1,1,2,5,4,1,3,4,5,2,1,5,early,never,5,4,2,5,3,3,3,5,5,1,2,5,5,5,3,3,3,3,1,2,3,2,5,few hours a day,3,1,1,1,5,3,3,17,167,57,2,female,left,primary school,yes,city,block of flats
183,5,3,5,3,2,2,5,5,3,1,1,4,2,1,5,2,5,3,2,5,1,2,5,5,1,5,5,2,3,1,4,2,4,3,2,1,5,3,4,1,1,2,1,2,5,3,3,1,1,3,1,1,1,4,1,3,5,5,1,2,5,1,5,1,1,1,2,5,4,3,1,1,1,current smoker,social drinker,4,2,5,5,1,3,1,5,4,1,5,3,1,1,3,5,4,5,1,5,1,5,5,5,5,4,5,2,4,3,1,5,early,only to avoid hurting someone,3,5,3,4,3,3,3,5,2,3,5,2,1,5,3,5,3,5,3,1,5,3,3,few hours a day,3,4,1,3,3,1,3,23,171,59,2,female,right,secondary school,no,village,house/bungalow
184,5,3,3,4,2,1,2,5,2,1,1,3,2,1,2,1,5,1,1,3,2,2,5,5,2,2,5,5,2,2,2,3,2,2,1,1,5,2,3,1,1,2,2,2,1,3,3,1,1,2,3,2,1,1,5,1,5,5,1,1,5,3,1,1,3,3,1,5,5,3,5,5,3,current smoker,social drinker,4,3,3,3,2,3,1,4,3,5,2,3,2,1,1,4,2,4,1,4,4,1,5,4,1,5,3,1,1,4,1,1,early,only to avoid hurting someone,3,4,3,5,3,3,3,2,3,4,5,4,3,5,4,5,5,4,1,4,4,3,3,few hours a day,1,5,5,3,5,2,3,20,170,60,1,female,right,secondary school,no,city,block of flats
185,5,3,5,3,2,3,3,4,4,3,1,4,2,3,3,3,2,5,2,5,3,4,5,3,5,5,4,5,5,4,5,4,2,4,5,3,5,5,2,2,2,1,3,4,1,1,5,2,4,5,2,2,1,5,5,1,3,3,5,3,5,4,1,3,1,1,4,2,5,2,3,4,3,tried smoking,social drinker,3,5,2,3,3,3,4,4,3,2,4,4,4,2,2,1,4,4,2,4,2,4,2,3,2,5,4,3,5,3,2,3,late,everytime it suits me,4,4,3,4,3,3,2,3,4,3,4,4,1,1,4,4,3,3,2,4,4,3,3,few hours a day,4,4,4,3,3,4,4,19,182,65,2,male,right,secondary school,no,city,block of flats
186,5,4,1,2,1,5,1,1,5,5,2,1,1,4,3,5,2,1,1,5,4,5,5,2,5,3,5,5,3,1,2,2,2,2,4,4,5,3,1,1,1,5,5,3,1,1,1,1,3,5,1,3,1,4,2,1,1,1,4,3,5,1,2,1,1,4,4,1,3,3,2,1,5,tried smoking,social drinker,1,3,1,1,1,4,1,3,5,1,5,3,2,2,5,5,1,5,1,5,1,1,5,3,2,5,3,3,3,3,1,1,on time,sometimes,5,2,1,1,1,5,5,2,3,2,1,5,1,3,3,3,5,4,5,5,1,2,1,most of the day,4,1,1,5,1,1,5,20,182,63,1,female,right,secondary school,yes,city,block of flats
187,5,3,4,2,3,2,2,5,2,1,2,2,1,1,1,1,3,1,1,5,5,4,5,5,4,1,4,5,3,1,4,3,2,4,4,2,5,5,5,2,1,5,1,5,1,4,2,3,2,5,5,4,5,2,5,4,4,5,2,2,5,3,5,2,1,3,3,3,3,2,5,4,3,never smoked,social drinker,4,3,3,5,4,2,2,3,4,4,3,2,1,4,2,3,4,5,2,4,2,3,5,4,4,2,5,4,5,3,1,3,early,sometimes,2,2,5,5,2,3,4,3,3,4,4,4,3,4,3,3,2,3,3,5,5,3,3,few hours a day,2,5,4,3,5,3,4,18,170,50,1,female,right,secondary school,no,city,house/bungalow
188,5,5,5,2,2,2,4,5,4,2,2,4,3,2,4,3,5,3,2,5,4,2,5,4,3,2,4,5,1,1,3,1,4,2,3,2,3,2,3,4,1,3,3,5,2,4,3,3,1,2,2,1,3,5,4,2,2,5,1,3,5,2,3,1,1,4,2,4,1,4,1,2,1,current smoker,drink a lot,1,2,1,3,1,2,1,3,5,5,2,1,1,5,4,4,3,5,1,4,1,1,2,1,1,5,1,3,1,4,1,5,late,only to avoid hurting someone,3,5,3,5,5,3,1,3,5,3,5,1,3,2,5,3,1,3,2,5,1,3,5,few hours a day,1,5,3,4,5,4,2,15,176,53,3,female,right,secondary school,no,city,block of flats
189,5,3,3,2,1,2,3,5,2,1,1,4,3,3,2,1,1,1,1,5,3,3,5,5,4,2,2,2,2,1,3,1,1,1,2,1,5,5,1,2,2,3,1,3,2,2,1,1,1,1,1,1,1,3,1,1,3,4,1,2,5,1,5,1,2,3,1,4,3,1,1,2,3,tried smoking,social drinker,1,1,1,1,1,3,2,3,4,5,5,3,1,1,1,1,1,3,5,3,3,3,5,5,3,5,3,3,3,3,1,3,on time,sometimes,2,3,3,4,4,4,3,3,3,3,3,5,1,4,4,4,2,3,2,5,3,3,3,most of the day,5,5,3,3,3,2,3,15,170,49,1,female,right,secondary school,no,city,block of flats
190,5,3,3,3,2,3,3,4,4,1,1,2,2,4,3,1,4,1,2,5,2,3,5,5,3,3,4,4,3,2,2,3,3,1,4,3,4,4,4,3,1,5,5,5,2,1,3,3,1,4,3,2,1,2,4,3,3,4,3,3,5,4,4,1,5,4,1,3,3,2,1,3,3,tried smoking,social drinker,4,3,2,5,4,5,2,4,5,3,3,4,3,3,4,4,5,4,1,4,2,4,3,5,4,5,3,4,2,4,2,3,late,sometimes,3,2,4,4,4,4,4,4,4,4,4,5,4,5,3,4,2,3,3,3,3,4,3,few hours a day,2,5,5,4,3,5,4,19,168,72,1,female,right,secondary school,no,city,block of flats
191,5,3,4,3,4,4,3,2,4,4,4,3,2,2,3,2,3,2,3,4,2,3,5,4,2,2,5,5,4,4,4,4,4,4,3,4,3,2,2,3,2,5,2,4,2,2,1,3,4,5,4,4,2,3,3,1,1,3,4,5,5,4,5,1,1,1,3,1,2,1,1,1,1,never smoked,never,5,4,4,4,4,4,5,4,5,1,4,1,1,1,2,5,5,3,1,4,1,3,5,5,1,1,1,1,5,5,3,3,early,never,4,4,2,4,4,3,2,3,3,3,3,3,3,1,5,5,3,3,5,2,4,2,3,few hours a day,3,4,3,3,3,3,4,21,163,49,2,female,left,masters degree,no,city,house/bungalow
192,5,3,3,2,1,2,2,5,2,1,1,2,3,3,3,2,5,1,2,4,1,1,5,5,4,2,5,5,5,2,3,1,2,2,5,3,5,2,1,5,5,1,1,4,3,1,1,1,1,4,5,1,1,5,2,4,2,5,4,1,5,3,5,1,2,4,2,5,4,2,5,4,3,never smoked,never,4,2,5,3,2,5,1,5,4,3,3,4,2,1,3,5,4,5,1,5,2,4,5,5,2,2,5,5,1,3,3,5,early,sometimes,2,5,5,4,3,3,2,4,4,4,4,5,4,5,3,4,3,3,3,2,4,3,3,few hours a day,4,3,3,3,4,3,4,19,152,47,2,female,right,college/bachelor degree,no,city,block of flats
193,5,3,3,1,2,4,4,3,5,3,4,1,1,1,3,2,4,2,4,5,4,4,4,3,3,4,4,4,4,2,3,3,3,3,2,2,3,2,1,5,4,5,3,5,5,4,1,2,5,4,1,2,2,1,1,2,1,2,5,2,4,3,3,1,1,1,1,2,2,2,2,4,3,tried smoking,social drinker,3,2,2,3,4,4,3,3,4,2,4,3,3,4,4,3,4,4,2,3,2,2,4,3,3,2,2,3,4,2,2,2,early,sometimes,2,3,4,3,3,2,4,4,2,3,2,2,5,3,4,3,2,3,4,3,2,2,4,few hours a day,4,2,1,2,2,4,4,17,158,57,1,female,right,secondary school,no,village,house/bungalow
194,5,3,4,3,1,1,1,4,5,5,5,5,5,4,5,4,2,1,1,5,4,3,4,2,1,5,3,3,4,2,5,4,1,3,2,1,4,4,2,2,1,4,3,3,2,2,5,2,1,4,3,1,1,4,5,1,4,4,3,3,5,5,5,3,3,3,1,2,4,2,4,4,4,never smoked,social drinker,3,4,3,1,2,4,3,4,4,1,5,3,2,5,4,3,2,3,1,4,2,4,5,5,2,5,4,2,4,3,3,4,early,only to avoid hurting someone,3,5,2,3,3,4,2,5,3,4,4,4,3,4,4,4,4,4,2,4,4,3,2,less than an hour a day,4,4,4,4,4,3,5,24,177,80,0,male,right,secondary school,yes,village,house/bungalow
195,5,3,2,4,3,5,3,2,5,5,5,2,5,4,3,5,2,1,5,5,3,2,5,2,2,4,3,5,5,1,2,3,4,2,3,2,3,1,1,5,5,5,3,4,5,1,1,5,3,5,1,1,2,1,2,2,1,2,4,5,5,1,5,1,1,3,2,2,1,2,5,2,4,former smoker,social drinker,3,1,2,1,5,3,3,3,3,2,4,4,3,4,4,5,3,3,3,4,1,3,5,5,3,5,4,4,4,3,3,1,late,sometimes,2,3,2,3,1,3,3,3,3,1,5,5,5,5,4,2,2,3,3,5,1,3,3,less than an hour a day,4,1,3,2,1,1,4,19,170,55,1,female,right,secondary school,no,city,block of flats
196,5,3,4,2,2,4,4,4,4,2,4,4,4,5,4,4,4,4,3,5,3,5,4,5,4,5,5,5,4,3,3,3,4,3,2,1,5,4,4,3,2,4,4,5,3,4,2,4,1,4,3,3,2,4,4,1,2,4,4,3,5,5,1,2,2,3,1,4,5,5,3,2,2,former smoker,drink a lot,2,5,2,2,4,3,3,4,3,2,4,3,2,1,2,5,3,4,2,5,2,3,5,5,3,3,3,2,3,4,4,5,late,sometimes,4,5,4,3,3,4,2,5,5,1,4,2,4,2,4,5,3,4,5,5,4,4,2,few hours a day,3,4,4,4,3,4,3,19,178,67,2,female,right,college/bachelor degree,no,city,block of flats
197,5,4,5,3,3,2,2,4,3,1,1,4,3,2,4,1,3,2,1,4,3,3,5,4,1,2,3,4,5,2,2,5,5,5,1,1,3,3,3,1,1,4,2,2,2,5,4,3,1,5,4,2,4,2,4,5,1,1,4,4,5,3,4,1,3,5,5,4,4,5,5,5,2,current smoker,social drinker,3,3,2,4,3,4,3,5,5,4,5,3,2,3,4,5,4,4,2,2,2,3,4,4,2,4,3,1,2,3,1,5,on time,sometimes,3,4,3,3,4,3,1,2,3,4,4,3,2,4,4,4,4,3,3,5,4,2,3,few hours a day,4,3,1,3,3,4,4,22,170,60,0,female,right,secondary school,yes,city,house/bungalow
198,5,3,3,3,4,4,5,3,4,4,3,2,2,4,3,3,5,4,3,5,4,3,5,4,5,3,5,5,4,3,4,5,5,4,2,2,5,5,3,2,2,5,3,5,2,3,3,5,3,2,3,2,5,4,2,2,4,5,4,5,5,1,2,1,1,3,5,4,1,1,3,2,2,former smoker,drink a lot,2,5,1,3,4,3,1,2,3,1,4,3,5,5,1,5,4,5,2,5,2,3,5,3,4,5,3,5,4,3,2,3,early,everytime it suits me,3,5,5,4,5,3,2,3,4,3,4,3,3,4,3,3,4,3,3,5,5,2,3,few hours a day,2,5,3,4,4,4,3,20,170,70,1,female,right,college/bachelor degree,no,city,block of flats
199,5,3,2,1,3,3,1,4,5,3,1,2,2,3,5,1,2,2,2,5,5,4,5,4,5,5,3,3,4,4,4,5,3,4,2,2,5,5,4,1,1,2,2,5,2,4,3,1,1,1,1,1,1,4,5,1,1,2,3,2,5,2,1,2,1,1,2,5,2,2,1,1,1,tried smoking,social drinker,3,2,4,5,5,4,5,5,5,1,5,4,1,2,3,5,3,3,3,5,2,2,3,4,4,2,2,2,2,4,1,3,early,only to avoid hurting someone,3,4,3,5,4,3,3,4,4,2,4,4,3,2,4,4,3,3,2,3,3,3,3,few hours a day,4,5,4,3,4,4,3,19,188,76,0,male,right,secondary school,yes,city,block of flats
200,5,4,3,5,2,4,3,3,4,2,3,5,5,2,3,5,4,3,3,5,4,4,5,2,5,3,5,5,5,3,5,4,3,3,3,3,5,3,2,5,5,5,5,4,3,2,4,3,2,5,2,1,1,1,5,5,3,2,5,2,5,5,5,1,1,1,1,1,1,1,3,1,3,tried smoking,social drinker,4,4,1,1,1,5,5,5,4,5,4,4,1,5,4,5,5,5,1,3,1,1,3,4,3,4,1,5,5,5,1,5,on time,only to avoid hurting someone,3,5,2,3,5,1,4,4,3,4,5,3,1,1,4,4,4,4,1,3,5,4,3,few hours a day,3,3,5,2,1,5,4,19,180,85,2,male,right,secondary school,no,village,house/bungalow
201,5,3,4,2,1,3,4,2,5,5,3,2,3,2,2,4,5,5,2,4,1,1,5,5,3,1,3,4,3,2,4,3,4,2,1,2,4,2,2,3,1,3,1,3,3,2,2,3,3,4,5,4,5,5,5,1,2,5,2,5,4,3,4,3,2,3,1,5,1,1,1,1,1,current smoker,social drinker,3,2,1,1,2,3,1,1,4,3,4,1,1,5,2,4,5,5,2,5,1,5,5,5,5,5,1,3,5,2,2,4,late,never,3,2,5,4,4,3,1,2,5,4,3,3,3,5,2,5,3,3,3,5,5,3,2,few hours a day,3,5,2,4,4,4,4,18,178,69,1,female,right,secondary school,no,city,house/bungalow
202,5,3,4,2,3,4,1,2,4,4,5,4,4,5,5,2,5,3,2,4,1,4,5,2,3,3,4,1,5,5,5,2,3,3,1,4,4,3,1,5,5,2,4,4,5,1,4,3,1,4,3,5,1,5,1,1,1,2,4,2,5,1,5,1,1,2,5,2,1,1,3,4,3,former smoker,drink a lot,4,2,4,5,5,3,3,4,4,5,5,4,2,4,5,5,5,5,1,3,4,2,3,5,4,3,2,4,1,4,2,3,early,sometimes,2,1,3,4,4,3,3,4,2,4,4,3,3,4,3,4,2,3,3,4,4,3,2,few hours a day,2,1,4,4,2,1,1,19,178,74,1,male,right,secondary school,no,city,block of flats
203,5,3,1,1,2,1,2,3,2,1,1,1,2,1,2,2,3,1,1,3,3,4,5,2,1,1,3,3,1,1,2,1,3,2,1,1,4,1,5,2,1,1,1,3,1,1,4,1,1,4,1,1,1,2,1,1,2,4,2,3,4,1,5,3,4,3,3,5,5,5,3,2,5,tried smoking,never,3,3,4,4,4,5,2,4,3,2,3,3,1,2,3,1,5,5,4,5,1,5,5,5,3,3,4,2,3,3,2,3,early,sometimes,3,3,3,4,1,3,1,5,3,4,5,5,3,3,4,3,3,3,5,3,3,3,1,less than an hour a day,4,3,3,3,4,3,4,20,165,50,2,female,right,secondary school,no,city,block of flats
204,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,4,4,2,5,5,5,5,4,2,5,2,1,1,4,1,5,4,5,1,1,1,4,3,1,1,4,1,1,5,1,1,1,5,5,3,2,1,2,1,3,5,4,1,1,1,4,3,3,1,1,3,3,never smoked,social drinker,4,3,4,4,1,2,1,4,3,2,3,4,2,2,2,1,1,4,1,4,1,3,3,5,1,5,2,1,1,4,1,4,on time,only to avoid hurting someone,2,5,2,4,4,3,3,5,3,2,4,4,3,1,5,5,3,4,3,2,5,3,1,most of the day,5,1,4,3,3,4,3,20,178,68,2,male,right,secondary school,no,city,block of flats
205,5,4,3,1,1,3,3,5,5,1,1,3,1,2,1,1,1,1,4,5,3,4,5,4,2,2,3,3,2,1,3,2,3,2,2,1,4,2,2,5,4,5,2,5,5,1,1,4,4,2,3,1,2,4,2,1,2,4,3,3,5,1,5,1,2,2,2,5,3,3,3,3,3,tried smoking,social drinker,4,3,3,3,3,3,3,5,4,2,4,2,1,3,4,5,2,3,1,4,1,4,4,4,2,4,3,1,5,3,2,3,on time,sometimes,4,4,3,5,4,3,3,5,4,3,4,5,1,3,4,4,3,4,4,4,5,3,3,few hours a day,4,4,3,3,3,2,4,20,168,55,2,female,right,secondary school,no,city,block of flats
206,5,3,3,2,2,4,3,4,4,1,3,5,5,3,3,4,4,1,1,5,4,4,5,3,3,4,4,4,4,1,4,4,4,1,1,1,4,4,2,2,1,3,3,5,2,2,4,5,1,5,2,1,1,3,5,2,3,5,3,4,5,2,5,5,5,3,3,4,5,4,3,3,3,former smoker,social drinker,3,3,3,3,5,3,3,5,5,2,4,4,2,1,2,4,3,4,5,5,2,5,5,5,3,3,3,2,4,4,2,3,late,only to avoid hurting someone,2,4,3,4,4,3,1,3,3,2,4,4,2,3,4,4,4,4,2,5,3,1,1,few hours a day,2,5,4,3,4,3,4,27,168,55,1,female,right,masters degree,no,city,block of flats
207,5,3,3,1,1,3,2,4,4,2,4,4,1,3,3,4,2,3,3,5,3,3,4,4,2,3,4,4,3,2,2,4,3,3,1,1,4,2,4,4,2,4,4,4,3,2,2,3,2,3,2,2,1,3,4,2,2,4,3,3,5,2,4,2,2,3,3,5,5,2,4,3,3,former smoker,social drinker,4,4,4,4,3,3,2,3,4,2,3,3,3,2,3,4,4,4,2,3,2,3,4,3,3,3,4,4,3,4,3,3,on time,only to avoid hurting someone,2,3,4,4,3,3,2,3,4,3,4,4,3,4,4,3,3,4,3,5,2,3,2,few hours a day,3,4,4,3,4,4,4,19,180,57,1,female,right,secondary school,yes,city,house/bungalow
208,4,3,4,1,1,2,4,4,4,1,1,4,3,4,4,3,4,1,1,5,2,4,5,5,3,3,5,5,4,1,2,4,3,3,1,1,1,1,1,5,5,5,3,4,5,3,1,5,5,3,3,1,5,3,4,1,1,5,5,5,5,4,2,1,1,1,1,1,1,3,4,4,2,tried smoking,social drinker,4,3,3,3,5,4,1,3,4,4,3,3,2,3,1,1,4,3,4,4,3,5,5,4,4,5,4,1,4,4,2,4,late,sometimes,3,4,3,4,4,3,2,5,4,2,4,4,3,4,4,5,4,4,5,4,5,4,1,few hours a day,1,3,4,4,4,1,5,20,173,58,1,female,right,secondary school,no,city,house/bungalow
209,4,3,3,3,3,3,3,3,5,4,4,3,4,3,4,3,3,2,3,4,2,4,4,4,4,3,4,4,3,2,4,4,3,3,2,1,4,1,5,3,1,4,3,4,1,3,3,2,3,3,1,1,1,3,5,1,1,2,3,4,4,4,3,1,1,1,1,2,2,1,2,2,4,tried smoking,social drinker,3,3,4,5,5,4,4,4,5,4,5,4,2,4,2,5,3,4,1,5,4,4,4,4,2,5,3,2,4,3,2,3,on time,sometimes,3,4,3,4,3,3,2,4,5,2,4,3,4,4,4,5,3,4,4,4,4,3,3,few hours a day,3,2,3,3,2,2,3,20,193,85,1,male,right,secondary school,no,village,house/bungalow
210,5,4,5,2,3,2,5,5,4,1,3,3,3,3,3,3,5,2,1,5,2,4,5,5,3,2,5,5,3,2,5,3,4,3,1,1,5,2,2,1,1,5,4,5,1,2,1,3,1,2,3,1,4,1,2,1,5,5,4,5,5,3,5,2,2,1,1,4,4,4,4,4,1,never smoked,social drinker,3,3,4,5,4,4,3,5,5,1,2,4,2,1,5,5,3,4,1,5,1,3,4,5,3,2,3,2,5,4,2,5,early,sometimes,2,4,2,4,5,4,3,5,4,4,5,2,5,4,4,3,3,4,4,4,5,4,4,few hours a day,4,4,3,3,5,5,4,21,184,120,1,female,right,secondary school,no,city,house/bungalow
211,5,1,2,2,2,4,4,1,5,4,5,1,4,3,3,5,2,1,2,5,1,1,5,4,5,4,5,5,4,3,1,4,1,1,5,5,5,4,2,3,1,5,2,5,1,1,1,3,1,4,1,3,3,1,2,1,1,2,4,4,5,2,5,1,1,4,1,2,2,2,3,4,5,tried smoking,never,1,2,1,3,2,4,1,3,2,5,4,5,2,4,1,1,3,4,4,5,5,1,5,2,4,4,1,5,2,3,1,1,on time,only to avoid hurting someone,5,4,5,1,1,2,1,3,4,4,5,5,5,5,1,1,3,1,3,5,1,1,3,few hours a day,3,5,1,1,1,2,2,16,167,62,1,female,right,primary school,yes,village,house/bungalow
212,5,3,3,2,5,3,3,4,5,3,2,2,4,3,5,5,3,1,4,5,3,5,3,4,2,5,5,4,4,4,2,3,3,3,1,1,2,1,3,4,1,3,4,4,2,2,2,2,4,5,2,1,1,4,5,1,2,5,3,2,4,4,5,4,2,3,4,3,5,4,4,5,4,tried smoking,drink a lot,4,2,3,2,2,3,1,3,3,4,2,3,3,2,2,3,3,3,3,5,2,2,4,3,2,5,4,3,5,3,4,2,on time,everytime it suits me,2,1,2,4,4,3,2,4,3,2,5,3,2,2,3,3,2,3,3,3,5,4,2,few hours a day,3,3,3,4,4,2,4,18,167,57,1,female,right,secondary school,no,village,house/bungalow
213,5,4,5,1,1,1,1,5,3,2,2,2,4,1,3,3,1,5,1,5,5,5,5,1,4,4,1,1,3,4,5,4,2,3,4,3,5,5,2,1,1,2,4,5,1,1,5,2,1,1,1,1,1,5,5,1,1,2,5,1,5,5,4,1,1,1,2,1,1,1,3,1,1,former smoker,drink a lot,3,5,2,1,1,3,2,3,5,3,5,5,2,5,2,5,5,5,1,3,1,2,2,4,1,5,3,2,1,3,1,5,on time,sometimes,3,5,5,1,5,5,3,1,5,5,5,1,1,1,5,5,5,3,1,5,5,3,1,few hours a day,1,1,5,5,2,5,3,23,190,90,1,male,right,college/bachelor degree,no,city,block of flats
214,5,3,2,1,2,3,2,2,3,2,3,1,3,3,2,4,2,4,2,5,2,2,4,3,4,2,2,3,2,2,3,1,4,1,3,3,5,3,1,4,4,5,1,3,5,1,2,3,4,3,1,2,3,4,1,3,1,1,3,2,5,2,3,1,1,2,2,1,1,1,2,2,3,former smoker,social drinker,3,3,1,3,2,4,1,3,3,4,3,5,2,1,4,3,5,2,2,3,2,2,4,4,4,3,3,3,1,4,2,2,on time,only to avoid hurting someone,3,3,3,3,2,4,3,3,3,1,2,3,5,2,3,3,3,3,3,4,3,3,2,few hours a day,2,3,4,3,2,4,3,19,187,83,0,male,right,secondary school,yes,village,house/bungalow
215,5,3,5,2,3,2,2,4,3,1,1,5,4,4,5,1,5,2,1,5,2,2,5,4,2,5,5,5,4,2,3,3,5,3,1,1,3,2,1,1,1,5,2,4,2,1,1,3,2,5,5,1,5,1,5,2,2,3,2,1,5,3,5,1,2,5,5,3,5,3,4,4,5,tried smoking,drink a lot,4,3,4,5,3,3,2,4,5,4,5,3,2,2,4,5,5,4,2,5,1,5,5,4,3,3,4,4,4,3,1,4,late,sometimes,2,2,4,4,4,5,2,5,2,4,3,4,3,4,3,4,3,3,2,2,4,3,3,less than an hour a day,4,2,3,3,4,2,3,19,163,51,0,female,right,secondary school,no,city,house/bungalow
